Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
1.1346416257837573,-0.08762430058865336,5.103284651866,-0.7846114201050861,0.014158894251478793,0.12212107859945176,0.2596668657834111,0.13841220972379778
