Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.10275441912266722,-0.027450338320864503,0.5530430542665434,-0.24157757833370433,0.005576218602980071,0.2787118192853075,0.22592819002119655,0.059561891928192535
