Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.3149013522693315,0.011345189200552826,5.277748979672953,0.10824413903077365,0.020433020289615814,0.039072792955600844,0.18035339850989612,1.077275840282833
