Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.0032341522283353776,-0.0893415439122981,0.11133479375712492,-0.5852886847680396,0.0025376066917079383,0.05954270291058513,0.4793117438054128,0.021559742202457568
