Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
-0.03891600565440656,-0.10601890927281062,-0.4134320817332321,-2.3143578790874795,-0.0018525311103586998,0.18425582433652393,0.30616427712101135,0.03329154080613039
