time,1,2,3,4,5,6,7,8,9,10
2018-04-03,-0.015359865119880448,-0.01132436846180085,-0.005257919850360858,-0.0077087335335062354,-0.002551927194485863,-0.004983891175325905,-0.0016887832855122114,-0.0021401467587875305,-0.0013233291317154682,-0.0018338008031929982
2018-04-04,0.0052417297099617635,0.007694048570561157,0.007770164889709699,0.0010754539776648303,0.0021228183637953253,0.00014142024578837496,0.0011555909308305975,0.0016604046764698494,0.00021715529045674277,-0.00046528211302169066
2018-04-09,-0.013295746952060032,-0.007283507186756575,-0.002319845385784325,-0.0005574140463044142,0.0021273137937592237,0.0016672575365083825,0.004205059920850915,0.007764665294012678,0.009714003206187597,0.01760878672946917
2018-04-10,0.0031172599181800266,0.011752167527171951,0.00934768709341545,0.006763977319371904,0.00992263581395193,0.009726728337548118,0.008870034641037316,0.007564553192662804,0.005763486591658002,0.005625984371217077
2018-04-11,-0.006787228004315546,-0.006574240962565618,-0.003424961175208567,-0.0038229223688779805,-0.0074494637377273435,-0.0029027182969527197,-0.004478577441583073,-0.003764706057645244,-0.006687155964497964,-0.008696933187072257
2018-04-12,-0.012025702044517868,-0.004898545247980193,-0.004191905080120579,-0.0011078748688412323,-0.004134293418420071,-0.0005322685615924886,-0.0017402448617112316,-0.00031420196004337066,-0.00291765828952508,-0.002916699128805281
2018-04-13,-0.004011492202814209,-0.00233674567515136,-0.0046896804825113025,-0.005106710364874448,-0.004114137319449437,-0.006290754855905387,-0.00752062979527526,-0.010455437747233487,-0.013072970239424298,-0.011090574449247484
2018-04-16,-0.031994793378626964,-0.028727153454703107,-0.028330540139332058,-0.027415907266992428,-0.024862082255895625,-0.02170814336505672,-0.023794738926384968,-0.018559226789733933,-0.01699410462480536,-0.019631446439605623
2018-04-17,0.017479953237273468,0.01801049418476541,0.015310783727380125,0.007538883913150811,0.01248868429235899,0.011749494625509649,0.010022384880939523,0.009688243015491553,0.009285703403196734,0.004601573134742841
2018-04-18,-0.002466785032562474,-0.0027484992429545347,0.0012936084096160081,0.0016073172843439256,0.0031169354440703317,0.0025951964471462546,0.004016019586426868,0.006486999395028119,0.0073461383036532765,0.007302802316982097
2018-04-19,-0.019763474236619904,-0.028182851663022052,-0.027663975167917135,-0.02541554885444989,-0.02520228367633731,-0.02493146804906038,-0.022381922986465227,-0.021997709699252445,-0.023144775025176353,-0.02275498900925908
2018-04-20,-0.020593798834966887,-0.013852261481401215,-0.00830347937551978,-0.0068058023319629265,-0.005517287027189793,-0.005190113830463711,-0.0035447678745799964,-0.0046421372338609915,-0.004948535767054484,-0.005976852063030531
2018-04-23,0.026687543347622692,0.024818513138853183,0.02659861822367471,0.021897310646956592,0.024819706779146303,0.021787310959076163,0.021276285022654443,0.020346835372770416,0.021205284741868623,0.025007479167329812
2018-04-24,0.004761988190891467,0.0052502827782123125,0.011050634178978821,0.007031775257847103,0.007155379848977154,0.004576102108671106,0.0029833112784988874,0.00021546722918216956,-0.00015891447138458001,0.0004226461488186797
2018-04-25,-0.019248662315331712,-0.01831707761614347,-0.02292142131372758,-0.022166922990173015,-0.02325849416071031,-0.022621316129543715,-0.02129376525485206,-0.019555773567759217,-0.019901002865128317,-0.0216700917977938
2018-04-26,-0.008582589283241049,-0.0016100090685408712,-0.003774645825085891,0.0016606068809468177,0.0032561319023950283,0.004206008184037456,0.004407626764628651,0.0038965433158948412,0.0038461317189148,0.000465966124615423
2018-04-27,-0.011873563560109001,-0.00762893159911602,-0.007080726072560122,-0.0084984341700807,-0.005434509589332231,-0.0027677338771268686,-0.00204924392003683,-0.005129187296845351,-0.003069364679756102,-0.0036237587199980767
2018-05-02,0.01085071227990755,0.009975043893268814,0.01318659054941347,0.01240949348807317,0.008566047169458916,0.011832147585242444,0.00889924721428078,0.010062561718426174,0.010639261458646014,0.0086473065017966
2018-05-03,0.00030526350950496015,-0.0018609259443070618,-0.005517298392760098,-0.0008139471945656506,-0.0022338997724689444,-0.0013647872802530438,-0.0011078051258041075,0.0007659853435805614,-0.00048072537623614835,-0.003384058468207517
2018-05-04,0.022648299645294617,0.021515296677502144,0.02037212848995387,0.01995766606085411,0.017709358134032748,0.018694495896764394,0.016078633772638674,0.017760213911875235,0.016951200799527187,0.017552395526720298
2018-05-07,0.0044365811300198146,0.004623393751665134,0.005837660560477898,0.008970319317000186,0.009461051751533125,0.011537687773527927,0.010119775302826633,0.008512883935922963,0.008192596688140319,0.006334968270628614
2018-05-08,-0.0038435308796736112,0.0011183766551477888,0.003235752472867864,0.003213674308392649,0.0027347811693002326,0.0018813254134932775,0.0018740531649875643,0.0022920361397202006,0.00016964742819993112,-0.0016545362217964279
2018-05-09,0.00497846910633953,0.009197213972704203,0.007404473087352422,0.005056880592293368,0.0059227114769033655,0.005048026415204928,0.0062650832081716954,0.006222502124232254,0.00507179701128857,0.0033804636494300486
2018-05-10,-0.020939197212376852,-0.016777498858915257,-0.018566106372581166,-0.015275460720849468,-0.012335993678068546,-0.0107891285918227,-0.009222087965074498,-0.008975712959404036,-0.005865514162092582,-0.00852743479557232
2018-05-11,-0.012716854328828811,-0.006275085401198081,-0.007172898169114475,-0.0069281222264417,-0.00643613147356706,-0.009361085672937185,-0.006567573353609285,-0.004460373316607818,-0.006294420500050698,-0.0063387447813080915
