Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.19159221612373048,-0.09010643576177024,3.471706902633104,-0.7347756726821151,0.010988497363301904,0.04488817898188388,0.27568675015285576,0.3865039983111921
