Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.14928953156360567,-0.18630683482514263,1.7700334857104874,-1.165878586952721,0.01225744455903688,0.07066802612536316,0.5629800194612499,0.7480580176729933
