time,pnl,benchmark_ret,cum_pnl,cum_benchmark_ret,excess_ret,cum_excess_ret,turnover
2018-01-02,0.0,0.009511893256693327,0.0,0.009511893256693327,-0.009511893256693327,-0.009511893256693327,0.0
2018-01-03,0.0,0.002091311684274899,0.0,0.011603204940968226,-0.002091311684274899,-0.011603204940968226,0.0
2018-01-04,0.0,0.00027911612164999156,0.0,0.011882321062618217,-0.00027911612164999156,-0.011882321062618217,0.0
2018-01-05,0.0,0.0015903343367202893,0.0,0.013472655399338507,-0.0015903343367202893,-0.013472655399338507,0.0
2018-01-08,0.0,-0.0016079326976061736,0.0,0.011864722701732333,0.0016079326976061736,-0.011864722701732333,0.0
2018-01-09,0.0,-0.005303430413984955,0.0,0.006561292287747378,0.005303430413984955,-0.006561292287747378,0.0
2018-01-10,0.0023501998280808204,0.005116224879110121,0.0023501998280808204,0.011677517166857498,-0.0027660250510293002,-0.009327317338776678,1.0
2018-01-11,-0.0021113758934694915,-0.006651698676979123,0.00023882393461132885,0.005025818489878375,0.004540322783509632,-0.004786994555267047,0.6886984456084863
2018-01-12,-0.004438852667484836,-0.028246737053637005,-0.004200028732873506,-0.02322091856375863,0.02380788438615217,0.019020889830885124,0.6446802712644522
2018-01-15,-0.002037254448505928,0.004516945830740582,-0.006237283181379435,-0.01870397273301805,-0.00655420027924651,0.012466689551638613,0.5824621273771764
2018-01-16,0.014142842644498142,-0.0025625429914999387,0.007905559463118706,-0.021266515724517987,0.01670538563599808,0.029172075187636693,0.7085685933255201
2018-01-17,0.0014372485513475045,0.0017799566437961545,0.00934280801446621,-0.019486559080721833,-0.00034270809244865,0.028829367095188043,0.5036144266889191
2018-01-18,-0.0003924637002233702,-0.0024357080857964064,0.00895034431424284,-0.02192226716651824,0.0020432443855730362,0.030872611480761078,0.6539020750387784
2018-01-19,0.0023746469570043896,0.010927747066890703,0.01132499127124723,-0.010994520099627536,-0.008553100109886313,0.02231951137087477,0.511485724568007
2018-01-22,0.001615644853127558,0.0007734499258145178,0.012940636124374788,-0.010221070173813018,0.0008421949273130403,0.023161706298187805,0.501111639401313
2018-01-23,0.001212112105414466,0.007441090445778897,0.014152748229789255,-0.002779979728034121,-0.0062289783403644315,0.016932727957823378,0.7215646751621125
2018-01-24,0.005807770586841643,-0.0013825359755230693,0.0199605188166309,-0.00416251570355719,0.0071903065623647126,0.02412303452018809,0.550748491358412
2018-01-25,-0.00014092742910280272,-0.0009380218697891962,0.019819591387528094,-0.0051005375733463865,0.0007970944406863936,0.02492012896087448,0.6408934442522275
2018-01-26,-0.0024805661873969573,-0.011909360598474805,0.017339025200131135,-0.01700989817182119,0.009428794411077848,0.03434892337195233,0.6234655378297782
2018-01-29,-0.004322611636557091,-0.0024751512551510757,0.013016413563574043,-0.019485049426972267,-0.0018474603814060157,0.032501462990546306,0.6015145580249912
2018-01-30,-0.009193574245261932,-0.023896101454075946,0.003822839318312111,-0.043381150881048214,0.014702527208814015,0.04720399019936032,0.683555422728437
2018-01-31,-0.00819800904033841,-0.04280519813017847,-0.0043751697220263,-0.08618634901122668,0.034607189089840056,0.08181117928920038,0.5634121811725606
2018-02-01,0.006950955236949367,-0.0028605595525625915,0.0025757855149230674,-0.08904690856378927,0.00981151478951196,0.09162269407871235,0.7202749744903412
2018-02-02,-0.0035206352050193165,-0.004023935009550783,-0.000944849690096249,-0.09307084357334006,0.0005032998045314666,0.0921259938832438,0.62226070904497
2018-02-05,-0.020767333092596114,-0.05065070587725273,-0.021712182782692362,-0.1437215494505928,0.02988337278465662,0.12200936666790042,0.4390726078954355
2018-02-06,0.0071391107022180916,0.002534656168123206,-0.01457307208047427,-0.14118689328246958,0.0046044545340948855,0.12661382120199532,0.3783411314435689
2018-02-07,0.014661393989837934,0.012901181635418979,8.832190936366308e-05,-0.1282857116470506,0.0017602123544189548,0.12837403355641427,0.43963481513567404
2018-02-08,0.0021045182749687003,-0.030137642416136146,0.0021928401843323633,-0.15842335406318675,0.032242160691104846,0.1606161942475191,0.43441949735254276
2018-02-09,0.00036115682736525704,0.024596834813772617,0.0025539970116976204,-0.13382651924941413,-0.02423567798640736,0.13638051626111175,0.5127894524643497
