Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.1020536485120052,-0.0283864498526376,2.1810536508512195,-0.28504409911947204,0.0065336906259636325,0.030284427192492955,0.17547840608502274,1.0102264960171863
