Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.14266822746844213,-0.02502858210086437,1.949746925163993,-0.32208611327517667,0.013878392987485956,0.07886406114580546,0.19671627487356808,0.13571702703707153
