Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.0910729540031678,-0.03272596663361808,1.1436800133279184,-0.40632176061498737,0.009291943496361645,0.09345673293900009,0.2193532723580944,0.1312075543684992
