time,pnl,benchmark_ret,cum_pnl,cum_benchmark_ret,excess_ret,cum_excess_ret,turnover
2018-01-02,0.0,0.006628318509307007,0.0,0.006628318509307007,-0.006628318509307007,-0.006628318509307007,0.0
2018-01-03,0.0,0.004318646959427852,0.0,0.01094696546873486,-0.004318646959427852,-0.01094696546873486,0.0
2018-01-04,0.0,0.001761469192889109,0.0,0.012708434661623969,-0.001761469192889109,-0.012708434661623969,0.0
2018-01-05,0.0,0.004985943215688238,0.0,0.017694377877312206,-0.004985943215688238,-0.017694377877312206,0.0
2018-01-08,0.0,0.005136741276722034,0.0,0.02283111915403424,-0.005136741276722034,-0.02283111915403424,0.0
2018-01-09,0.0,0.0016577414224467901,0.0,0.02448886057648103,-0.0016577414224467901,-0.02448886057648103,0.0
2018-01-10,-0.0006399486532878791,0.0004156384414280012,-0.0006399486532878791,0.024904499017909032,-0.0010555870947158803,-0.025544447671196912,0.9999999999999999
2018-01-11,-3.7403722101266424e-05,0.0023430086693334573,-0.0006773523753891455,0.02724750768724249,-0.0023804123914347238,-0.027924860062631635,0.747712965930147
2018-01-12,0.008828779017508831,-0.005857526851459127,0.008151426642119685,0.021389980835783362,0.014686305868967959,-0.013238554193663677,0.6858430865811851
2018-01-15,0.0069224220339286656,0.007777274092118702,0.01507384867604835,0.029167254927902064,-0.0008548520581900367,-0.014093406251853714,0.6379621545092615
2018-01-16,-0.012805977410563631,-0.0031749690174081024,0.0022678712654847187,0.025992285910493962,-0.009631008393155529,-0.023724414645009243,0.7070961238576379
2018-01-17,-0.0011602768657001088,0.004866418768848746,0.0011075943997846099,0.030858704679342708,-0.006026695634548855,-0.029751110279558096,0.5313306960221068
2018-01-18,-0.00254440264120418,0.001865779998800221,-0.00143680824141957,0.03272448467814293,-0.0044101826400044005,-0.0341612929195625,0.6317295184392979
2018-01-19,4.531886176951884e-05,0.011889792369565555,-0.001391489379650051,0.044614277047708484,-0.011844473507796036,-0.046005766427358534,0.5261325190710544
2018-01-22,0.000652727375946747,0.00820138822992078,-0.0007387620037033041,0.052815665277629265,-0.007548660853974033,-0.05355442728133257,0.548762563029918
2018-01-23,-7.849708289473363e-05,0.002784996829376496,-0.0008172590865980376,0.05560066210700576,-0.0028634939122712294,-0.056417921193603796,0.744802104738535
2018-01-24,-0.0011074730662376429,-0.004700213034794842,-0.0019247321528356805,0.05090044907221092,0.0035927399685571995,-0.0528251812250466,0.6482791471615965
2018-01-25,0.005200037686135658,0.0028143644692519842,0.0032753055332999776,0.0537148135414629,0.002385673216883674,-0.05043950800816292,0.7447099417409171
2018-01-26,0.0043622808132608454,-0.01659290623664944,0.0076375863465608235,0.03712190730481346,0.020955187049910284,-0.02948432095825264,0.6339510472281056
2018-01-29,-0.00494113518765036,-0.007872951113945703,0.0026964511589104637,0.02924895619086776,0.0029318159262953433,-0.026552505031957295,0.6465165402785921
2018-01-30,0.0030891283022116134,-0.0015257057193291956,0.005785579461122077,0.027723250471538563,0.004614834021540809,-0.021937671010416486,0.7278242151129494
2018-01-31,0.00368377008776776,-0.013604246957189758,0.009469349548889837,0.014119003514348805,0.01728801704495752,-0.004649653965458968,0.6607404146089203
2018-02-01,0.00950195499248033,0.005315436596948331,0.018971304541370165,0.019434440111297135,0.004186518395532,-0.00046313556992697014,0.8045333506739835
2018-02-02,0.0036350219243247005,0.0002465805726696857,0.022606326465694868,0.01968102068396682,0.003388441351655015,0.0029253057817280465,0.6640709386605718
2018-02-05,0.019010903124205884,-0.03470146707619648,0.04161722958990075,-0.015020446392229658,0.053712370200402364,0.05663767598213041,0.4286931513394739
2018-02-06,-0.01729803729489284,-0.017888005262120643,0.02431919229500791,-0.0329084516543503,0.0005899679672278016,0.05722764394935821,0.4272921244246947
2018-02-07,-0.019209742336477664,-0.004822535804374084,0.005109449958530247,-0.037730987458724385,-0.01438720653210358,0.04284043741725463,0.46251628491795416
2018-02-08,-0.004570116331963748,-0.042098229370425955,0.0005393336265664987,-0.07982921682915034,0.03752811303846221,0.08036855045571684,0.5201419126259061
2018-02-09,-0.003384548759915936,0.016008320304228718,-0.0028452151333494373,-0.06382089652492162,-0.019392869064144655,0.06097568139157218,0.6703365532346138
2018-02-12,-0.005963406471775353,0.01037556445695742,-0.00880862160512479,-0.0534453320679642,-0.016338970928732773,0.044636710462839416,0.6968052160766227
2018-02-13,-0.004601689433362972,0.00672341648327901,-0.013410311038487763,-0.04672191558468519,-0.011325105916641983,0.03331160454619743,0.5408898656336756
