time,1,2,3,4,5,6,7,8,9,10
2018-01-12,-0.027788418766257383,-0.02862700980632583,-0.03060806344143637,-0.028832206007572542,-0.025606700956965895,-0.027275833005937083,-0.02847554489929969,-0.02513205434932186,-0.026835801168865223,-0.02637552719180193
2018-01-15,0.005623814712110575,0.0055501171620683494,0.008071106170530766,0.00847498612580538,0.007477802158726525,0.008289771574856457,0.0049733135082370315,0.0072431422881117985,0.005974972061811046,0.005214222831356075
2018-01-16,0.0012050238382096613,0.0044337550112786735,0.00025482276723673,0.00025880139219628024,0.0002918746853448854,-0.001020952088723986,-0.0013367257797984099,-0.00030903214920830613,0.0015561566850356204,0.0010578789625575193
2018-01-17,0.0020618598182334594,0.0011393400600032881,0.0018561830415313551,0.0017605059840334997,0.0028511799605678754,0.0016560267852752065,0.004657289486351715,0.002347835297457743,0.001347295713578754,0.0011857208219651517
2018-01-18,0.0010518377107711777,-0.001229098374294264,-0.003056897464869774,-0.0014738942388725876,-0.0011931532974722074,-0.00019848447449596408,-0.0011576483841865943,-0.002541978490582816,-0.00027699748841219704,-0.0024959141199960267
2018-01-19,0.006373931220133497,0.007769918875191634,0.007296690434783305,0.007260832656060079,0.006765802066953839,0.009159354505929128,0.008962956152353964,0.007575207640609616,0.008179998323849559,0.007481662303970114
2018-01-22,0.0010952199751235682,0.003260346999505094,0.0013686249337572691,0.0013509384254538335,0.001368703743988831,0.0014728527157214454,0.0033168152103538384,0.003002882942657693,0.0011193286647643728,0.0013636662773366137
2018-01-23,0.006100568352848308,0.007152973342120328,0.004504122509722932,0.006105834376940765,0.00846959942174831,0.0077105068446027564,0.004435457130283648,0.007538914997403135,0.008049052310842823,0.005747699533714143
2018-01-24,-0.0025999365529276266,-0.0024150602929518578,-0.00015923790648943758,-0.002208501544580217,-0.0027533608865038693,-0.004030554962631609,-0.0023808814426700335,-0.0008024383681620214,-0.0015011432232942008,-0.0034011912210382836
2018-01-25,0.00016978614913774976,-0.003448388917574678,-0.0027314494998565736,-0.0025826474296905266,-0.002328737319679973,-0.0021451509583272597,-0.0023919453865568242,-0.004310391169802593,-0.0031309257230899804,-0.002384393848070305
