Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.23172600175891273,0.010755468446874182,4.093075890973838,0.1013623346899785,0.01671177738100022,0.036731982068799685,0.19700405911579222,1.036200427277164
