time,pnl,long_pnl,benchmark_ret,cum_pnl,cum_long_pnl,cum_benchmark_ret,excess_ret,cum_excess_ret,turnover
2018-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08,0.00013384802320291235,-6.777752901957231e-05,0.0018555058069269,0.00013384802320291235,-6.777752901957231e-05,0.0018555058069269,-0.0019232833359464723,-0.0019232833359464723,0.09999999999999999
2018-01-09,-0.0006659488538107329,-0.0017236078474246023,0.0008694901679445,-0.0005321008306078206,-0.0017913853764441746,0.0027249959748713998,-0.002593098015369102,-0.004516381351315575,0.09999999999999999
2018-01-10,0.0012531594787159976,0.0017439337520183723,0.0021593353710583,0.000721058648108177,-4.74516244258023e-05,0.0048843313459297,-0.00041540161903992775,-0.0049317829703555026,0.1
2018-01-11,-0.00123125549868164,-0.0021125492871774624,0.0003706655322411,-0.0005101968505734629,-0.0021600009116032647,0.0052549968781708005,-0.0024832148194185626,-0.007414997789774065,0.09999999999999999
2018-01-12,-0.003001937614571287,-0.011142198568904811,-0.008572478167785,-0.00351213446514475,-0.013302199480508075,-0.0033174812896142004,-0.0025697204011198103,-0.009984718190893874,0.09999999999999999
2018-01-15,-0.001993059864296895,0.0018461059700707646,0.0071334163908125,-0.0055051943294416456,-0.011456093510437311,0.003815935101198299,-0.005287310420741735,-0.01527202861163561,0.1
2018-01-16,0.010038793323640017,0.0024369467464465983,0.0004571802547014,0.004533598994198371,-0.009019146763990713,0.0042731153558996995,0.0019797664917451984,-0.013292262119890413,0.1
2018-01-17,-0.0003325086075952669,6.972778446227092e-05,0.0084864318103431,0.004201090386603104,-0.008949418979528442,0.0127595471662428,-0.00841670402588083,-0.021708966145771242,0.09999999999999999
2018-01-18,0.0004745369286043163,-0.0007768567112913002,0.0024095949573153,0.00467562731520742,-0.009726275690819741,0.015169142123558101,-0.0031864516686066005,-0.024895417814377842,0.10000000000000002
2018-01-19,0.0015112895128600447,0.004350873352784397,0.0072890221381988,0.006186916828067464,-0.005375402338035344,0.0224581642617569,-0.0029381487854144026,-0.027833566599792244,0.09999999999999999
2018-01-22,-0.0013410558302265779,5.937846268313694e-05,0.0122525929284334,0.004845860997840887,-0.005316023875352207,0.0347107571901903,-0.012193214465750262,-0.04002678106554251,0.15259957081079767
2018-01-23,0.0010550144360063332,0.003291492297446477,0.0029174739577414,0.00590087543384722,-0.0020245315779057298,0.0376282311479317,0.00037401833970507727,-0.039652762725837426,0.14327765171575263
2018-01-24,0.004076989029922584,0.0003159616552300409,-0.0045137009955697,0.009977864463769803,-0.001708569922675689,0.033114530152362,0.0048296626507997415,-0.03482310007503769,0.14557535510993527
2018-01-25,-0.0028675806514199447,-0.0024248914909086104,0.0022214894968308,0.007110283812349859,-0.004133461413584299,0.0353360196491928,-0.0046463809877394105,-0.0394694810627771,0.14563560792350985
2018-01-26,-0.0028555429309328594,-0.008706015454298761,-0.0131554438272445,0.004254740881416999,-0.01283947686788306,0.022180575821948302,0.004449428372945739,-0.03502005268983136,0.1508322718165391
2018-01-29,-0.00032533082973290763,-0.0030877759659184412,-0.0094684813310998,0.003929410051684091,-0.0159272528338015,0.012712094490848503,0.006380705365181358,-0.028639347324650004,0.14795568631955214
2018-01-30,-0.005823449713936221,-0.01675574299001315,-0.0058092172982445,-0.00189403966225213,-0.03268299582381465,0.006902877192604003,-0.010946525691768648,-0.03958587301641865,0.13899248939111786
2018-01-31,-0.007613215382353919,-0.025233783074047802,-0.0163677791574413,-0.009507255044606049,-0.05791677889786245,-0.009464901964837295,-0.008866003916606503,-0.04845187693302516,0.14274483483716366
2018-02-01,-0.00391099772195275,-0.0056063062319421575,0.0027738549244159,-0.013418252766558798,-0.0635230851298046,-0.006691047040421395,-0.008380161156358057,-0.05683203808938321,0.14528235329891753
2018-02-02,-0.0023447929867918254,-0.0055713090813746735,0.0035602970865158,-0.01576304575335062,-0.06909439421117927,-0.0031307499539055946,-0.009131606167890473,-0.06596364425727368,0.1461955812054636
2018-02-05,-0.006591650251461763,-0.03725000303431548,-0.0394024738641026,-0.022354696004812383,-0.10634439724549474,-0.0425332238180082,0.0021524708297871245,-0.06381117342748654,0.14935145298857144
