Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.07930252248748848,0.02805225174751181,3.9995897384663466,0.21471137040910104,0.014939205082654007,0.011388105699950801,0.17851805744756044,0.2674324616199179
