time,pnl,benchmark_ret,cum_pnl,cum_benchmark_ret,excess_ret,cum_excess_ret,turnover
2018-01-02,0.0,0.005852414234215786,0.0,0.005852414234215786,-0.005852414234215786,-0.005852414234215786,0.0
2018-01-03,0.0,0.004227911129966344,0.0,0.01008032536418213,-0.004227911129966344,-0.01008032536418213,0.0
2018-01-04,0.0,0.0024042406471345146,0.0,0.012484566011316645,-0.0024042406471345146,-0.012484566011316645,0.0
2018-01-05,0.0,0.005159484195580433,0.0,0.017644050206897077,-0.005159484195580433,-0.017644050206897077,0.0
2018-01-08,0.0,0.006979691635885743,0.0,0.02462374184278282,-0.006979691635885743,-0.02462374184278282,0.0
2018-01-09,0.0,0.0044099762948874854,0.0,0.029033718137670306,-0.0044099762948874854,-0.029033718137670306,0.0
2018-01-10,-0.004843967731863303,-0.0005293698586399387,-0.004843967731863303,0.028504348279030367,-0.004314597873223364,-0.03334831601089367,1.0
2018-01-11,0.009868122742180099,0.0046057845390503616,0.005024155010316796,0.03311013281808073,0.005262338203129737,-0.028085977807763934,0.6500950790956772
2018-01-12,0.018181577207199966,5.640076296131724e-05,0.02320573221751676,0.033166533581042046,0.01812517644423865,-0.009960801363525285,0.5769991401464625
2018-01-15,0.022961372124861164,0.007834747059783709,0.046167104342377925,0.041001280640825755,0.015126625065077455,0.0051658237015521705,0.5937936829943649
2018-01-16,-0.018440567746361068,-0.0024349606240665622,0.027726536596016857,0.03856632001675919,-0.016005607122294506,-0.010839783420742335,0.7103814279252361
2018-01-17,-0.0014551672036976137,0.005469890790509524,0.026271369392319242,0.044036210807268716,-0.006925057994207138,-0.017764841414949474,0.5836898346835244
2018-01-18,0.0030296772081299032,0.003267154346891843,0.029301046600449146,0.04730336515416056,-0.0002374771387619397,-0.018002318553711413,0.6345215842632802
2018-01-19,-0.010854301997421453,0.011877301568187448,0.01844674460302769,0.05918066672234801,-0.022731603565608903,-0.040733922119320316,0.49434038956121024
