time,pnl,benchmark_ret,cum_pnl,cum_benchmark_ret,excess_ret,cum_excess_ret,turnover
2018-01-02,0.0,0.005852414234215786,0.0,0.005852414234215786,-0.005852414234215786,-0.005852414234215786,0.0
2018-01-03,0.0,0.004227911129966344,0.0,0.01008032536418213,-0.004227911129966344,-0.01008032536418213,0.0
2018-01-04,0.0,0.0024042406471345146,0.0,0.012484566011316645,-0.0024042406471345146,-0.012484566011316645,0.0
2018-01-05,0.0,0.005159484195580433,0.0,0.017644050206897077,-0.005159484195580433,-0.017644050206897077,0.0
2018-01-08,0.0,0.006979691635885743,0.0,0.02462374184278282,-0.006979691635885743,-0.02462374184278282,0.0
2018-01-09,0.0,0.0044099762948874854,0.0,0.029033718137670306,-0.0044099762948874854,-0.029033718137670306,0.0
2018-01-10,-0.002852555809113079,-0.0005293698586399387,-0.002852555809113079,0.028504348279030367,-0.0023231859504731405,-0.03135690408814345,1.0
2018-01-11,-0.00239012283451389,0.0046057845390503616,-0.005242678643626969,0.03311013281808073,-0.006995907373564252,-0.0383528114617077,0.754197603775855
2018-01-12,0.008242266380258248,5.640076296131724e-05,0.002999587736631279,0.033166533581042046,0.008185865617296931,-0.030166945844410768,0.6634783101154142
2018-01-15,0.011865822019590704,0.007834747059783709,0.014865409756221984,0.041001280640825755,0.004031074959806995,-0.02613587088460377,0.6603667657641339
2018-01-16,-0.015503686934374629,-0.0024349606240665622,-0.000638277178152645,0.03856632001675919,-0.013068726310308067,-0.03920459719491184,0.753142831591099
2018-01-17,-0.002271679553800831,0.005469890790509524,-0.002909956731953476,0.044036210807268716,-0.007741570344310355,-0.04694616753922219,0.6064583115917536
2018-01-18,-0.005922107430625531,0.003267154346891843,-0.008832064162579006,0.04730336515416056,-0.009189261777517374,-0.056135429316739566,0.6637861264678245
2018-01-19,-0.0012772122172005624,0.011877301568187448,-0.01010927637977957,0.05918066672234801,-0.013154513785388011,-0.06928994310212758,0.597199686313998
