Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
-0.0012533368478155067,-0.020766742121227574,-0.042680799791774963,-0.2624509891934013,0.0013564754992887716,0.0695497891823371,0.1543890563761875,0.017360910964993658
