time,pnl,long_pnl,benchmark_ret,cum_pnl,cum_long_pnl,cum_benchmark_ret,excess_ret,cum_excess_ret,turnover
2018-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-31,-0.008432252302096098,-0.04827216287133802,-0.007040985851739734,-0.008432252302096098,-0.04827216287133802,-0.007040985851739734,-0.04123117701959829,-0.04123117701959829,0.9999999999999999
2018-02-01,0.0006403201777372166,-0.008407293240358537,0.005949157411450301,-0.0077919321243588805,-0.05667945611169656,-0.001091828440289433,-0.014356450651808838,-0.055587627671407125,0.5968884952786425
2018-02-02,0.004567575324112795,-0.004929577341282358,0.0006819592467284252,-0.003224356800246086,-0.06160903345297892,-0.0004098691935610077,-0.005611536588010784,-0.06119916425941791,0.6220132361270587
2018-02-05,0.004024950972634944,-0.05875721229578259,-0.02974464187543724,0.0008005941723888584,-0.12036624574876151,-0.030154511068998247,-0.02901257042034535,-0.09021173467976326,0.2771550640822734
2018-02-06,-0.004092925934730929,0.003555856809070152,-0.02400012904596771,-0.0032923317623420705,-0.11681038893969135,-0.05415464011496596,0.02755598585503786,-0.0626557488247254,0.35989304758604607
2018-02-07,-0.0009487496270419708,0.013688331215628778,-0.009538004279120216,-0.004241081389384041,-0.10312205772406258,-0.06369264439408617,0.023226335494748993,-0.039429413329976404,0.5137365794003809
2018-02-08,0.0013617045284315028,-0.03365633254711696,-0.04365930862233469,-0.0028793768609525388,-0.13677839027117955,-0.10735195301642086,0.010002976075217732,-0.029426437254758686,0.3884393341455562
2018-02-09,-0.0012323446323900796,0.026856669084050412,0.012793720614961757,-0.004111721493342618,-0.10992172118712915,-0.09455823240145911,0.014062948469088656,-0.015363488785670038,0.37427434608407245
2018-02-12,0.0019338417234255297,0.0020044257702034646,0.011635533790549601,-0.002177879769917088,-0.10791729541692568,-0.0829226986109095,-0.009631108020346137,-0.02499459680601618,0.29949497791088014
2018-02-13,-0.00034010490101968815,0.0018745273486276443,0.007928830690541844,-0.002517984670936776,-0.10604276806829804,-0.07499386792036766,-0.0060543033419142,-0.03104890014793038,0.4388908466245434
2018-02-14,-0.0024053902518402785,0.018035823728527463,0.02139110648745124,-0.004923374922777055,-0.08800694433977058,-0.053602761432916424,-0.0033552827589237756,-0.03440418290685415,0.29628755519910116
2018-02-22,-0.0015816662861893864,0.0029107817076306315,0.004518988971263127,-0.006505041208966441,-0.08509616263213994,-0.0490837724616533,-0.0016082072636324956,-0.036012390170486644,0.4296240685284727
2018-02-23,-0.002046195977417965,0.02348014751526029,0.011558748057687751,-0.008551237186384406,-0.061616015116879655,-0.037525024403965546,0.011921399457572538,-0.02409099071291411,0.7519750920869279
2018-02-26,0.001657847054062341,0.003600110455173857,-0.014537396383490275,-0.006893390132322065,-0.058015904661705794,-0.05206242078745582,0.018137506838664132,-0.0059534838742499735,0.2947950767114751
