Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.4727943660876959,0.024512720435886627,4.24524689583153,0.24949733857650505,0.023744492653143694,0.11488369557187528,0.14488173430995194,0.6898996981956564
