Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.16913580283044957,-0.07449211246907458,2.7060884275333135,-0.6300051967052864,0.009866880441480803,0.04872959085082185,0.2586252592091639,0.055076832481389025
