Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.07968779848018938,-0.12277958891612248,2.4666912212859535,-0.8484377885908204,0.0066560850126685936,0.02356840982861047,0.4472995553934747,0.4060355194914748
