Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.08212358022669798,0.006508507486330121,0.9918603986075194,0.06321254375779238,0.0024152664046662945,0.13542438330500486,0.14099287493959284,0.03368350495641134
