Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
-0.07652523958327527,-0.12944109168055665,-1.3457503094993848,-1.1485266887165713,-0.008942849888628625,0.2746695363094184,0.5407659436771137,0.2712142653884686
