code,open,close,low,high,open_std,close_std,total_volume,total_turnover,volume_std,turnover_std
1,133500,137000,133200,139300,0.0017313032118851997,0.001672284228736609,208158655,2856535315,818283.7126692141,11248055.437394308
2,314500,325600,314500,329000,0.0018875083419482594,0.0017932412939788138,68339650,2218382978,335664.86940943816,10857532.25083801
4,222900,223400,220000,224899,0.0020593623318347683,0.0020158744316378873,626181,13951002,5563.862318969224,123951.94053417163
5,41500,43200,41500,45000,0.005557946350948357,0.0055480120642366045,7153934,30529744,103157.15182939605,442152.5394500232
8,87500,87700,87200,88200,0.0013885692986512288,0.0014628661921960873,8289999,72523235,48139.5162930358,421435.0598892817
9,72700,73200,72300,73300,0.0010211746273912133,0.0010325346099174062,19249993,140351480,81689.12825610164,595424.5869406721
10,53800,54800,53300,54900,0.0014630948365895312,0.0015440852737332908,8519811,46225097,56858.71534127458,309708.6015150046
11,168600,170799,168000,172200,0.0012241496783104804,0.001273648460965801,4572947,78233931,28475.782616543987,487959.3731580099
12,83400,86199,83300,87200,0.002040800834472868,0.0018619975292993775,38242586,327358925,201185.45663770972,1731387.7885569956
14,107800,109200,107500,110399,0.0017185854464895466,0.001356406651520069,3241071,35415112,21377.823288223735,234195.39579261403
16,60599,61200,60300,61600,0.0013484735941736697,0.0013609107677101454,12436830,75916563,62633.26121795052,382434.5412586024
17,61800,62600,61800,62699,0.0012016605332474907,0.001098228718708686,1177318,7343896,8706.815839243854,54329.64677763868
18,62400,61900,61400,62600,0.001465213578098758,0.0014272393218419496,7704400,47677022,67651.501318769,420905.4879670969
20,144000,143300,141200,144000,0.0012945970233623713,0.0012318314112894498,1034900,14766717,8081.145719738885,115560.37460652627
21,98600,98300,96900,99000,0.0013940863937462428,0.0014149395462917142,24806948,243303662,114318.64366933492,1121797.9781606277
23,204100,207800,203299,209700,0.0017364766223678095,0.0018231888791312842,1722078,35543140,7532.879884769715,155810.4911584821
25,381500,388200,381500,389000,0.0009349795031146086,0.0008063528926197232,1536660,59397175,8163.098810908314,316492.55361875234
26,112899,112899,112500,113900,0.0011952056795440336,0.0011235668857637422,2431976,27524933,12888.383254869761,145915.2318056072
27,60700,61000,60599,61100,0.001069683665531663,0.0011012176221564716,5963370,36302948,39807.44753589737,242179.28835149843
28,603200,615200,600300,617100,0.0008601602206204803,0.0009033720121647242,1621307,98873425,6393.300130427411,390953.54873102024
30,81100,81400,80700,81700,0.0010177852392909122,0.001031114758385513,4823473,39200843,19206.917439353932,156052.9603264002
36,90000,93100,90000,94100,0.0017621757461996818,0.0016311744464654148,19918690,184953080,124962.00674088729,1163633.2097564929
37,70000,70400,69100,70800,0.001832776772106924,0.0019138521126064773,2506810,17544097,15456.884209125834,107895.03450349142
38,209300,209800,203299,209800,0.001637159961005732,0.001727490896116353,2709616,56188795,12995.517337045942,269239.87390161224
39,227500,228800,226000,231700,0.0013870549322590458,0.0014203372148514871,33357361,763862834,112296.43403495282,2564890.628676523
40,140600,139000,137000,141800,0.0016270890126816196,0.001753143061887558,2412200,33492484,14992.3551092235,207681.80812307968
42,0,164700,0,164800,0.0011539135674029355,0.000988043145163037,454485,7466209,3301.503564887434,54274.891373089384
45,97899,98200,97100,98400,0.001248320450728223,0.001187052850571429,2182553,21359060,12308.067607098326,120568.20293474366
46,74600,75800,74400,77200,0.0014054333808273113,0.001368248992181106,3281918,24938077,28345.466435084898,216168.44909402647
48,200900,201100,197700,201600,0.0016977960633455206,0.0016640213497104222,217911,4366246,2435.9520289387465,48848.25425389823
49,399099,397800,392600,401800,0.001082493920408723,0.0010497617031315317,3197416,126769917,13130.231440683501,522917.6156575797
