Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.11850492964037854,-0.07070654357413181,2.2277221758539625,-0.7143636123575303,0.013203043918590946,0.053711700470758794,0.3009179580753027,0.14604751669307017
