Annualized Return,Annualized Excess Return,IR,IR long only,IC,Max Drawdown,Max Drawdown long only,daily Turnover
0.1892985974800595,-0.10552105291510355,1.876024515811993,-0.921461264604536,0.006320995835128272,0.10921685646315735,0.30144333951291213,0.02696559113946463
